Step,Time,Uncertainty
1,7.213697671890259,0.061151938372348
2,7.152264833450317,0.05671293435380454
3,7.205199956893921,0.05224574067871859
4,7.277298927307129,0.047897444829755845
5,7.382210969924927,0.042571423314106564
6,7.649217844009399,0.037025135970747934
7,7.439680099487305,0.031527937801427375
8,7.432873010635376,0.028908450661143514
9,7.402307033538818,0.02616122016134135
10,7.512975215911865,0.023995260978051304
11,7.591141939163208,0.021144516042811555
12,7.6858391761779785,0.01880294835731937
13,7.5401341915130615,0.015839792343754787
14,7.674113750457764,0.014591175991948454
15,7.768725872039795,0.013610608645266305
16,7.900217294692993,0.012724558106041147
17,8.033687114715576,0.011758287593900935
18,8.127524137496948,0.010941261649712207
19,9.059504985809326,0.01010253622779156
20,9.31842827796936,0.009069126698381705
21,7.7491161823272705,0.008428654108160558
22,7.812455892562866,0.007568415193317536
23,7.878896236419678,0.007142394576165068
24,8.01443099975586,0.006709955845095967
25,9.156975030899048,0.006264732602163319
26,8.00192904472351,0.005923964069760558
27,8.358422994613647,0.00555756863497102
28,8.081300020217896,0.005221951226370011
29,8.840461015701294,0.0049073147893819126
30,9.117561101913452,0.004548233483101251
31,9.178982973098755,0.004237660728616532
